heuristic,points,hyperplane_budget,jaccard_index,time,exceptions,regularity
CuttingLargerAngle2,10,6,0.9640662223526925,30794,false,73
DistanceFromG,10,6,0.7787349579324908,212752,false,73
CuttingEdges,10,6,0.9876670767402596,38874,false,73
LessArea,10,6,0.9425859961907533,632372,false,73
CuttingLargerAngle2,10,7,0.9731213844874352,28793,false,73
DistanceFromG,10,7,0.8555016866618114,594747,false,73
CuttingEdges,10,7,0.9945067246946517,36002,false,73
LessArea,10,7,0.9858647948231616,710176,false,73
CuttingLargerAngle2,10,8,0.9894961846851932,33177,false,73
DistanceFromG,10,8,0.8607917406898401,662910,false,73
CuttingEdges,10,8,0.9992688420462561,29188,false,73
LessArea,10,8,0.9860500176619433,630928,false,73
CuttingLargerAngle2,10,9,0.998799129578496,16389,false,73
DistanceFromG,10,9,0.973494879069243,1144119,false,73
CuttingEdges,10,9,0.9998165139987387,23989,false,73
LessArea,10,9,0.9928408537148115,874106,false,73
CuttingLargerAngle2,10,3,0.670680935803212,62929,false,81
DistanceFromG,10,3,0.6909313840672274,29625,false,81
CuttingEdges,10,3,0.8294552857977184,68429,false,81
LessArea,10,3,4.094320782850959E-4,848359,false,81
CuttingLargerAngle2,10,4,0.8362662705857602,39486,false,81
DistanceFromG,10,4,0.7826599621482371,59802,false,81
CuttingEdges,10,4,0.919648106258575,49771,false,81
LessArea,10,4,0.8337045979664792,620391,false,81
CuttingLargerAngle2,10,5,0.9303801795523143,34568,false,81
DistanceFromG,10,5,0.855996684766588,138244,false,81
CuttingEdges,10,5,0.9850871049592623,44887,false,81
LessArea,10,5,0.8946546294588682,795183,false,81
CuttingLargerAngle2,10,6,0.976118653620191,46498,false,81
DistanceFromG,10,6,0.931640399707781,232408,false,81
CuttingEdges,10,6,0.9910808506024279,41857,false,81
LessArea,10,6,0.9248409505362435,874218,false,81
CuttingLargerAngle2,10,7,0.982311737634995,40713,false,81
DistanceFromG,10,7,0.9359809630411285,378576,false,81
CuttingEdges,10,7,0.9960286315098207,41758,false,81
LessArea,10,7,0.9259084736812045,851964,false,81
CuttingLargerAngle2,10,8,0.9934885108605165,53830,false,81
DistanceFromG,10,8,0.9457386861251501,678951,false,81
CuttingEdges,10,8,0.9976147292994754,28716,false,81
LessArea,10,8,0.9802576578574419,611806,false,81
CuttingLargerAngle2,10,9,0.993831163407944,16082,false,81
DistanceFromG,10,9,0.9924510084546997,994946,false,81
CuttingEdges,10,9,0.9988406887636776,19327,false,81
LessArea,10,9,0.9984098774189234,587583,false,81
CuttingLargerAngle2,10,3,0.5270434982444198,41541,false,50
DistanceFromG,10,3,0.22154416592638368,22685,false,50
CuttingEdges,10,3,0.6752088243808045,50483,false,50
LessArea,10,3,4.384575294448292E-4,583464,false,50
CuttingLargerAngle2,10,4,0.7477780693770107,91812,false,50
DistanceFromG,10,4,0.60931266794308,58678,false,50
CuttingEdges,10,4,0.8274394617048781,63974,false,50
LessArea,10,4,0.3036142901670547,565012,false,50
CuttingLargerAngle2,10,5,0.9101017436341022,41978,false,50
DistanceFromG,10,5,0.6644007570198138,127548,false,50
CuttingEdges,10,5,0.9558368262804875,59600,false,50
LessArea,10,5,0.8325577412864666,563607,false,50
CuttingLargerAngle2,10,6,0.9385426320606106,21690,false,50
DistanceFromG,10,6,0.785700491621468,208114,false,50
CuttingEdges,10,6,0.9792767579385563,36338,false,50
LessArea,10,6,0.8336123121408483,491944,false,50
CuttingLargerAngle2,10,7,0.9505493110818883,17793,false,50
DistanceFromG,10,7,0.8017457803870071,396994,false,50
CuttingEdges,10,7,0.9949403216319337,24504,false,50
LessArea,10,7,0.8360618254430295,434753,false,50
CuttingLargerAngle2,10,8,0.98208918292347,13303,false,50
DistanceFromG,10,8,0.9794468017016393,636165,false,50
CuttingEdges,10,8,0.9982177704207905,16800,false,50
LessArea,10,8,0.9647287907569498,430473,false,50
CuttingLargerAngle2,10,9,0.9996689417723754,5725,false,50
DistanceFromG,10,9,0.9996689417723754,1028902,false,50
CuttingEdges,10,9,0.9996689417723754,6847,false,50
LessArea,10,9,0.9996689417723754,435012,false,50
CuttingLargerAngle2,11,3,0.6000194770177799,47093,false,58
DistanceFromG,11,3,0.612629194959846,43117,false,58
CuttingEdges,11,3,0.7928940807228482,65174,false,58
LessArea,11,3,1.9300564260574357E-4,941287,false,58
CuttingLargerAngle2,11,4,0.7489508125984198,52242,false,58
DistanceFromG,11,4,0.6891518248350426,81737,false,58
CuttingEdges,11,4,0.8883825681389181,84054,false,58
LessArea,11,4,0.7956821344453676,834414,false,58
CuttingLargerAngle2,11,5,0.8700158532493265,37264,false,58
DistanceFromG,11,5,0.7086706173748465,119809,false,58
CuttingEdges,11,5,0.9244057151221089,66066,false,58
LessArea,11,5,0.863178368067202,949101,false,58
CuttingLargerAngle2,11,6,0.9001925755889278,34505,false,58
DistanceFromG,11,6,0.7396654035604391,213837,false,58
CuttingEdges,11,6,0.9633252518177665,48915,false,58
LessArea,11,6,0.8691069139370224,950056,false,58
CuttingLargerAngle2,11,7,0.946500239121602,29210,false,58
DistanceFromG,11,7,0.8443098198172965,380037,false,58
CuttingEdges,11,7,0.9855743146495164,38878,false,58
LessArea,11,7,0.9032292804790153,870818,false,58
CuttingLargerAngle2,11,8,0.9949083444870441,27310,false,58
DistanceFromG,11,8,0.9062433726936974,730948,false,58
CuttingEdges,11,8,0.9974970102522481,37689,false,58
LessArea,11,8,0.9377508871540479,1434612,false,58
CuttingLargerAngle2,11,9,0.9967832045657918,20087,false,58
DistanceFromG,11,9,0.9071756971426056,1152945,false,58
CuttingEdges,11,9,0.9982237892495814,45471,false,58
LessArea,11,9,0.9718035034409084,941270,false,58
CuttingLargerAngle2,11,10,0.9980424147865657,15436,false,58
DistanceFromG,11,10,0.9935017386050345,1579097,false,58
CuttingEdges,11,10,0.9993214059722358,18613,false,58
LessArea,11,10,0.9881269985520637,867894,false,58
CuttingLargerAngle2,11,3,0.548013221546013,40783,false,75
DistanceFromG,11,3,0.12330442661144188,27244,false,75
CuttingEdges,11,3,0.7660381527467166,70396,false,75
LessArea,11,3,3.130601971412514E-4,876971,false,75
CuttingLargerAngle2,11,4,0.7293955248785517,41867,false,75
DistanceFromG,11,4,0.5944796790059539,73322,false,75
CuttingEdges,11,4,0.9263043734873887,64997,false,75
LessArea,11,4,2.9244204918514447E-4,992435,false,75
CuttingLargerAngle2,11,5,0.8011047112912364,63998,false,75
DistanceFromG,11,5,0.7286500129433083,176252,false,75
CuttingEdges,11,5,0.9576397933803482,54620,false,75
LessArea,11,5,0.8150613295300141,859870,false,75
CuttingLargerAngle2,11,6,0.9618550878282132,37949,false,75
DistanceFromG,11,6,0.7397035982397101,212855,false,75
CuttingEdges,11,6,0.9751785791563028,49288,false,75
LessArea,11,6,0.8907328565534302,866559,false,75
CuttingLargerAngle2,11,7,0.9731049414598212,31361,false,75
DistanceFromG,11,7,0.7591379756665804,441767,false,75
CuttingEdges,11,7,0.9856232639361336,42406,false,75
LessArea,11,7,0.9032800714780749,809372,false,75
CuttingLargerAngle2,11,8,0.973363309587919,25106,false,75
DistanceFromG,11,8,0.7732202951074295,730808,false,75
CuttingEdges,11,8,0.9932127571983399,81165,false,75
LessArea,11,8,0.9568281042327502,938054,false,75
CuttingLargerAngle2,11,9,0.9796136351795408,23345,false,75
DistanceFromG,11,9,0.8833937354387782,1088583,false,75
CuttingEdges,11,9,0.9966877006301641,37225,false,75
LessArea,11,9,0.9597816960341374,842464,false,75
CuttingLargerAngle2,11,10,0.9832818798340539,15417,false,75
DistanceFromG,11,10,0.9936448356199845,1658959,false,75
CuttingEdges,11,10,0.9994499093968419,19039,false,75
LessArea,11,10,0.9669840557612172,866571,false,75
CuttingLargerAngle2,11,3,0.37625021546877224,76891,false,50
DistanceFromG,11,3,0.04238567833230448,29140,false,50
CuttingEdges,11,3,0.5590628798982324,62312,false,50
LessArea,11,3,5.5077814150591326E-5,931922,false,50
CuttingLargerAngle2,11,4,0.6946808323455127,39389,false,50
DistanceFromG,11,4,0.37267676527850324,61750,false,50
CuttingEdges,11,4,0.8988112502005611,102421,false,50
LessArea,11,4,1.2259198971239916E-4,1140537,false,50
CuttingLargerAngle2,11,5,0.8882466270902638,42617,false,50
DistanceFromG,11,5,0.4245785649840923,122116,false,50
CuttingEdges,11,5,0.942812590398343,99309,false,50
LessArea,11,5,0.7343607601991132,2234678,false,50
CuttingLargerAngle2,11,6,0.8977821038879494,34694,false,50
DistanceFromG,11,6,0.5723253715750986,224349,false,50
CuttingEdges,11,6,0.9701163058537938,174119,false,50
LessArea,11,6,0.7693336100802816,2190226,false,50
CuttingLargerAngle2,11,7,0.9290225808553972,31966,false,50
DistanceFromG,11,7,0.7880288712664419,423501,false,50
CuttingEdges,11,7,0.9813384211101084,50875,false,50
LessArea,11,7,0.8968965417593145,1545941,false,50
CuttingLargerAngle2,11,8,0.972087575846224,29079,false,50
DistanceFromG,11,8,0.8398167054466024,743187,false,50
CuttingEdges,11,8,0.9915974570365128,98529,false,50
LessArea,11,8,0.9050406409189944,2135579,false,50
CuttingLargerAngle2,11,9,0.9901677231616466,22949,false,50
DistanceFromG,11,9,0.9888408756351204,1055696,false,50
CuttingEdges,11,9,0.9967028929155162,37859,false,50
LessArea,11,9,0.9190087345099679,1817988,false,50
CuttingLargerAngle2,11,10,0.9917339948822161,27877,false,50
DistanceFromG,11,10,0.9914050999572629,1557346,false,50
CuttingEdges,11,10,0.9986369992415287,25081,false,50
LessArea,11,10,0.9980625366989911,1649118,false,50
CuttingLargerAngle2,11,3,0.6300574438271798,46649,false,70
DistanceFromG,11,3,0.14056758847418294,33168,false,70
CuttingEdges,11,3,0.7536194910170583,83224,false,70
LessArea,11,3,0.0,1667220,false,70
CuttingLargerAngle2,11,4,0.7665516645091242,63195,false,70
DistanceFromG,11,4,0.42781054599368273,83831,false,70
CuttingEdges,11,4,0.8944542510375751,86004,false,70
LessArea,11,4,0.7692141957182141,1317903,false,70
CuttingLargerAngle2,11,5,0.9109850705852371,47068,false,70
DistanceFromG,11,5,0.6378601817830207,117729,false,70
CuttingEdges,11,5,0.9359527875893681,132676,false,70
LessArea,11,5,0.8013106884880646,1439626,false,70
CuttingLargerAngle2,11,6,0.9250386206601918,38475,false,70
DistanceFromG,11,6,0.9141687616837492,382424,false,70
CuttingEdges,11,6,0.9711251599727021,55750,false,70
LessArea,11,6,0.8734789334095863,1364016,false,70
CuttingLargerAngle2,11,7,0.9512535344479773,31371,false,70
DistanceFromG,11,7,0.918906723393283,383972,false,70
CuttingEdges,11,7,0.9904170853661028,51938,false,70
LessArea,11,7,0.8851365042250358,1581820,false,70
CuttingLargerAngle2,11,8,0.9811920460521415,60485,false,70
DistanceFromG,11,8,0.9207761232514665,686600,false,70
CuttingEdges,11,8,0.997106501375917,40664,false,70
LessArea,11,8,0.8880810068094813,1318283,false,70
CuttingLargerAngle2,11,9,0.997957753765231,26323,false,70
DistanceFromG,11,9,0.9513069683491265,1048927,false,70
CuttingEdges,11,9,0.9985831885240747,30116,false,70
LessArea,11,9,0.9171606671413992,1385633,false,70
CuttingLargerAngle2,11,10,0.9983652011039391,16371,false,70
DistanceFromG,11,10,0.9834977115967253,1554764,false,70
CuttingEdges,11,10,0.9998952601174698,21782,false,70
LessArea,11,10,0.9939740474004339,1393617,false,70
CuttingLargerAngle2,11,3,0.42395494947708734,45322,false,67
DistanceFromG,11,3,0.0695725158369666,55591,false,67
CuttingEdges,11,3,0.3723842542272264,94833,false,67
LessArea,11,3,0.36458568308879835,1576011,false,67
CuttingLargerAngle2,11,4,0.8212669339791463,40017,false,67
DistanceFromG,11,4,0.2954942500797545,70010,false,67
CuttingEdges,11,4,0.9479106848043813,90477,false,67
LessArea,11,4,0.36553566080822814,1312993,false,67
CuttingLargerAngle2,11,5,0.8793762263195687,37737,false,67
DistanceFromG,11,5,0.7164119586188038,115263,false,67
CuttingEdges,11,5,0.968114553366008,63517,false,67
LessArea,11,5,0.36461821798423405,1142475,false,67
CuttingLargerAngle2,11,6,0.9342239223543491,42702,false,67
DistanceFromG,11,6,0.8626703328421469,216176,false,67
CuttingEdges,11,6,0.9868336203182976,107285,false,67
LessArea,11,6,0.9546483568782645,1573700,false,67
CuttingLargerAngle2,11,7,0.9743094748923598,67322,false,67
DistanceFromG,11,7,0.9567502696461938,464434,false,67
CuttingEdges,11,7,0.9911620100340087,73081,false,67
LessArea,11,7,0.9781386564494152,1743528,false,67
CuttingLargerAngle2,11,8,0.9924927840026584,23825,false,67
DistanceFromG,11,8,0.9576769410728121,641280,false,67
CuttingEdges,11,8,0.9959068102726568,79912,false,67
LessArea,11,8,0.9827773067846531,1873101,false,67
CuttingLargerAngle2,11,9,0.9982500294192451,19075,false,67
DistanceFromG,11,9,0.9913146796339107,1021346,false,67
CuttingEdges,11,9,0.9989409071756385,82714,false,67
LessArea,11,9,0.9857372260110966,1238023,false,67
CuttingLargerAngle2,11,10,0.999525496046433,5858,false,67
DistanceFromG,11,10,0.999525496046433,1664414,false,67
CuttingEdges,11,10,0.999525496046433,10336,false,67
LessArea,11,10,0.999525496046433,1294378,false,67
CuttingLargerAngle2,12,3,0.7026722141066795,111204,false,95
DistanceFromG,12,3,0.001975197294250282,47874,false,95
CuttingEdges,12,3,0.8307034935352909,143323,false,95
LessArea,12,3,0.0,1465576,false,95
CuttingLargerAngle2,12,4,0.747434205407013,93785,false,95
DistanceFromG,12,4,0.01025479143179256,67796,false,95
CuttingEdges,12,4,0.9619009326090163,75456,false,95
LessArea,12,4,0.8311512458782668,1476374,false,95
CuttingLargerAngle2,12,5,0.9340295755527723,39530,false,95
DistanceFromG,12,5,0.16225479143179256,114980,false,95
CuttingEdges,12,5,0.9751898239645964,66556,false,95
LessArea,12,5,0.8364720232249838,1431545,false,95
CuttingLargerAngle2,12,6,0.957899678026497,36956,false,95
DistanceFromG,12,6,0.27141375422773395,214849,false,95
CuttingEdges,12,6,0.984414950829566,61594,false,95
LessArea,12,6,0.9751814208238478,1771198,false,95
CuttingLargerAngle2,12,7,0.9614403571973864,57322,false,95
DistanceFromG,12,7,0.8540789177001128,450678,false,95
CuttingEdges,12,7,0.9921082943738917,74636,false,95
LessArea,12,7,0.9763429608686086,1785035,false,95
CuttingLargerAngle2,12,8,0.9716689565163634,58071,false,95
DistanceFromG,12,8,0.9445050732807215,1014559,false,95
CuttingEdges,12,8,0.9951664440094262,75805,false,95
LessArea,12,8,0.9771040020723417,2053722,false,95
CuttingLargerAngle2,12,9,0.9858831578467941,24119,false,95
DistanceFromG,12,9,0.9753145434047351,1240772,false,95
CuttingEdges,12,9,0.9974950263342641,35005,false,95
LessArea,12,9,0.9904850097197323,2863479,false,95
CuttingLargerAngle2,12,10,0.9868045470963163,27394,false,95
DistanceFromG,12,10,0.976184892897407,1945748,false,95
CuttingEdges,12,10,0.9990847280334728,42385,false,95
LessArea,12,10,0.9973784719500141,2546772,false,95
CuttingLargerAngle2,12,11,0.9998106333862358,14347,false,95
DistanceFromG,12,11,0.9904441939120632,4794948,false,95
CuttingEdges,12,11,0.9998106333862358,27716,false,95
LessArea,12,11,0.9998106333862358,2355670,false,95
CuttingLargerAngle2,12,3,0.5311723975734435,46389,false,78
DistanceFromG,12,3,0.008148847506185702,42917,false,78
CuttingEdges,12,3,0.7468638541786422,96266,false,78
LessArea,12,3,0.7429609685610271,1833448,false,78
CuttingLargerAngle2,12,4,0.7482609239880162,69080,false,78
DistanceFromG,12,4,0.1110365933064201,63523,false,78
CuttingEdges,12,4,0.8403172775970198,78488,false,78
LessArea,12,4,0.7489881731365529,2346917,false,78
CuttingLargerAngle2,12,5,0.8341872219529597,44115,false,78
DistanceFromG,12,5,0.15152363589008985,270411,false,78
CuttingEdges,12,5,0.9449324060722039,74134,false,78
LessArea,12,5,0.8285425894918717,4210964,false,78
CuttingLargerAngle2,12,6,0.965559538068866,73112,false,78
DistanceFromG,12,6,0.6596887615574945,275457,false,78
CuttingEdges,12,6,0.9890729943703469,143150,false,78
LessArea,12,6,0.9114937044432083,2158851,false,78
CuttingLargerAngle2,12,7,0.9824690689882042,37467,false,78
DistanceFromG,12,7,0.7124462820679776,474917,false,78
CuttingEdges,12,7,0.9945702494514272,65744,false,78
LessArea,12,7,0.9499024944699894,2377202,false,78
CuttingLargerAngle2,12,8,0.9896205543749801,41953,false,78
DistanceFromG,12,8,0.7525296262534185,634414,false,78
CuttingEdges,12,8,0.9972355030246789,50558,false,78
LessArea,12,8,0.9511717173235887,1963304,false,78
CuttingLargerAngle2,12,9,0.9977085642093891,37422,false,78
DistanceFromG,12,9,0.7693677562182576,1102028,false,78
CuttingEdges,12,9,0.9986510856424197,32996,false,78
LessArea,12,9,0.9966810685863812,2726271,false,78
CuttingLargerAngle2,12,10,0.9987868511372505,26372,false,78
DistanceFromG,12,10,0.8859454356035942,1995838,false,78
CuttingEdges,12,10,0.9993537957359302,56876,false,78
LessArea,12,10,0.9968580909688706,1897526,false,78
CuttingLargerAngle2,12,11,0.9995314086377007,11447,false,78
DistanceFromG,12,11,0.8863719234275296,2172357,false,78
CuttingEdges,12,11,0.9995314086377007,7984,false,78
LessArea,12,11,0.9995314086377007,1749351,false,78
CuttingLargerAngle2,12,3,0.5710750696974014,54970,false,33
DistanceFromG,12,3,0.032519456084837084,32039,false,33
CuttingEdges,12,3,0.639638111499287,173640,false,33
LessArea,12,3,0.0,2933585,false,33
CuttingLargerAngle2,12,4,0.7442578396511893,74516,false,33
DistanceFromG,12,4,0.16853388066934633,100129,false,33
CuttingEdges,12,4,0.8024960212247993,148276,false,33
LessArea,12,4,0.0,1858800,false,33
CuttingLargerAngle2,12,5,0.8717977186513225,42297,false,33
DistanceFromG,12,5,0.7567989395364748,127384,false,33
CuttingEdges,12,5,0.9222332184170565,72460,false,33
LessArea,12,5,0.7545432101818094,2171314,false,33
CuttingLargerAngle2,12,6,0.8899093204157529,62491,false,33
DistanceFromG,12,6,0.8451067590296188,384106,false,33
CuttingEdges,12,6,0.9630693324685945,57321,false,33
LessArea,12,6,0.8648809450600129,5380789,false,33
CuttingLargerAngle2,12,7,0.9370304878576028,45793,false,33
DistanceFromG,12,7,0.9117670116023832,388261,false,33
CuttingEdges,12,7,0.9806402046969722,63925,false,33
LessArea,12,7,0.8733992892134098,1020037,false,33
CuttingLargerAngle2,12,8,0.9649185893217883,26642,false,33
DistanceFromG,12,8,0.9274672881210981,633885,false,33
CuttingEdges,12,8,0.9879089001608826,41222,false,33
LessArea,12,8,0.9196884893372739,993658,false,33
CuttingLargerAngle2,12,9,0.9879043100966897,24426,false,33
DistanceFromG,12,9,0.9767382194475327,1041910,false,33
CuttingEdges,12,9,0.9940440901002235,33915,false,33
LessArea,12,9,0.9487469058432332,1710201,false,33
CuttingLargerAngle2,12,10,0.9963341633976458,16869,false,33
DistanceFromG,12,10,0.9831273696513584,1431793,false,33
CuttingEdges,12,10,0.9975671105230923,23265,false,33
LessArea,12,10,0.9926310163144789,1173682,false,33
CuttingLargerAngle2,12,11,1.0,5331,false,33
DistanceFromG,12,11,0.9976089683286297,2093833,false,33
CuttingEdges,12,11,1.0,6248,false,33
LessArea,12,11,1.0,977201,false,33
CuttingLargerAngle2,12,3,0.4498384296047563,45200,false,68
DistanceFromG,12,3,0.13417694552736414,22952,false,68
CuttingEdges,12,3,0.48286776339917736,66996,false,68
LessArea,12,3,2.261946041243213E-4,1315449,false,68
CuttingLargerAngle2,12,4,0.7678821728358526,70218,false,68
DistanceFromG,12,4,0.29925225282801815,57478,false,68
CuttingEdges,12,4,0.8473985197681461,68231,false,68
LessArea,12,4,0.4413824473317873,1849334,false,68
CuttingLargerAngle2,12,5,0.8330805301700585,108484,false,68
DistanceFromG,12,5,0.3437336230587333,107214,false,68
CuttingEdges,12,5,0.9070524398469909,58759,false,68
LessArea,12,5,0.4485039782943424,1442529,false,68
CuttingLargerAngle2,12,6,0.9031209676250761,58039,false,68
DistanceFromG,12,6,0.5977631494855243,202898,false,68
CuttingEdges,12,6,0.9698562144324775,49705,false,68
LessArea,12,6,0.6833104741139646,1358322,false,68
CuttingLargerAngle2,12,7,0.9589762954039557,61722,false,68
DistanceFromG,12,7,0.7283696555250208,383787,false,68
CuttingEdges,12,7,0.9796268947783372,63979,false,68
LessArea,12,7,0.8378547780332736,1378102,false,68
CuttingLargerAngle2,12,8,0.9728914602611066,68397,false,68
DistanceFromG,12,8,0.7550414349928634,702402,false,68
